id	donor	eartag	day	cage	treatment	strain	type	File	inoculum	donor.id	cage_un	eartag_un	day2
C2537B.S661.F.D12	C2537B	S661	D12	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S661	D12
C2537B.S661.F.D13	C2537B	S661	D13	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S661	D13
C2537B.S661.F.D14	C2537B	S661	D14	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S661	D14
C2537B.S661.F.D01	C2537B	S661	D01	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S661	D01
C2537B.S661.F.D21	C2537B	S661	D21	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S661	D21
C2537B.S661.F.D02	C2537B	S661	D02	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S661	D02
C2537B.S661.F.D03	C2537B	S661	D03	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S661	D03
C2537B.S661.F.D04	C2537B	S661	D04	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S661	D04
C2537B.S661.F.D05	C2537B	S661	D05	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S661	D05
C2537B.S661.F.D06	C2537B	S661	D06	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S661	D06
C2537B.S661.F.D07	C2537B	S661	D07	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S661	D07
C2537B.S661.F.D08	C2537B	S661	D08	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S661	D08
C2537B.S661.F.D09	C2537B	S661	D09	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S661	D09
C2537B.S663.F.D10	C2537B	S663	D10	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S663	D10
C2537B.S663.F.D11	C2537B	S663	D11	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S663	D11
C2537B.S663.F.D12	C2537B	S663	D12	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S663	D12
C2537B.S663.F.D13	C2537B	S663	D13	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S663	D13
C2537B.S663.F.D14	C2537B	S663	D14	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S663	D14
C2537B.S663.F.D01	C2537B	S663	D01	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S663	D01
C2537B.S663.F.D21	C2537B	S663	D21	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S663	D21
C2537B.S663.F.D02	C2537B	S663	D02	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S663	D02
C2537B.S663.F.D03	C2537B	S663	D03	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S663	D03
C2537B.S663.F.D04	C2537B	S663	D04	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S663	D04
C2537B.S663.F.D05	C2537B	S663	D05	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S663	D05
C2537B.S663.F.D06	C2537B	S663	D06	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S663	D06
C2537B.S663.F.D07	C2537B	S663	D07	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S663	D07
C2537B.S663.F.D08	C2537B	S663	D08	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S663	D08
C2537B.S663.F.D09	C2537B	S663	D09	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S663	D09
C2537B.S695.F.D10	C2537B	S695	D10	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S695	D10
C2537B.S695.F.D11	C2537B	S695	D11	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S695	D11
C2537B.S695.F.D12	C2537B	S695	D12	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S695	D12
C2537B.S695.F.D13	C2537B	S695	D13	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S695	D13
C2537B.S695.F.D14	C2537B	S695	D14	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S695	D14
C2537B.S695.F.D01	C2537B	S695	D01	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S695	D01
C2537B.S695.F.D21	C2537B	S695	D21	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S695	D21
C2537B.S695.F.D02	C2537B	S695	D02	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S695	D02
C2537B.S695.F.D03	C2537B	S695	D03	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S695	D03
C2537B.S695.F.D04	C2537B	S695	D04	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S695	D04
C2537B.S695.F.D05	C2537B	S695	D05	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S695	D05
C2537B.S695.F.D06	C2537B	S695	D06	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S695	D06
C2537B.S695.F.D07	C2537B	S695	D07	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S695	D07
C2537B.S695.F.D08	C2537B	S695	D08	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S695	D08
C2537B.S695.F.D09	C2537B	S695	D09	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S695	D09
C2537B.SM.G.D10	C2537B	SM	D10	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SM	D10
C2537B.SM.G.D11	C2537B	SM	D11	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SM	D11
C2537B.SM.G.D12	C2537B	SM	D12	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SM	D12
C2537B.SM.G.D13	C2537B	SM	D13	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SM	D13
C2537B.SM.G.D14	C2537B	SM	D14	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SM	D14
C2537B.SM.G.D01	C2537B	SM	D01	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SM	D01
C2537B.SM.G.D21	C2537B	SM	D21	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SM	D21
C2537B.SM.G.D02	C2537B	SM	D02	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SM	D02
C2537B.SM.G.D03	C2537B	SM	D03	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SM	D03
C2537B.SM.G.D04	C2537B	SM	D04	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SM	D04
C2537B.SM.G.D05	C2537B	SM	D05	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SM	D05
C2537B.SM.G.D06	C2537B	SM	D06	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SM	D06
C2537B.SM.G.D07	C2537B	SM	D07	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SM	D07
C2537B.SM.G.D08	C2537B	SM	D08	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SM	D08
C2537B.SM.G.D09	C2537B	SM	D09	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SM	D09
C2537B.SNT3.F.D10	C2537B	SNT3	D10	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_SNT3	D10
C2537B.SNT3.F.D11	C2537B	SNT3	D11	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_SNT3	D11
C2537B.SNT3.F.D12	C2537B	SNT3	D12	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_SNT3	D12
C2537B.SNT3.F.D13	C2537B	SNT3	D13	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_SNT3	D13
C2537B.SNT3.F.D14	C2537B	SNT3	D14	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_SNT3	D14
C2537B.SNT3.F.D01	C2537B	SNT3	D01	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_SNT3	D01
C2537B.SNT3.F.D21	C2537B	SNT3	D21	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_SNT3	D21
C2537B.SNT3.F.D02	C2537B	SNT3	D02	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_SNT3	D02
C2537B.SNT3.F.D03	C2537B	SNT3	D03	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_SNT3	D03
C2537B.SNT3.F.D04	C2537B	SNT3	D04	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_SNT3	D04
C2537B.SNT3.F.D05	C2537B	SNT3	D05	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_SNT3	D05
C2537B.SNT3.F.D06	C2537B	SNT3	D06	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_SNT3	D06
C2537B.SNT3.F.D07	C2537B	SNT3	D07	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_SNT3	D07
C2537B.SNT3.F.D08	C2537B	SNT3	D08	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_SNT3	D08
C2537B.SNT3.F.D09	C2537B	SNT3	D09	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_SNT3	D09
C2537B.SNT4.G.D10	C2537B	SNT4	D10	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SNT4	D10
C2537B.SNT4.G.D11	C2537B	SNT4	D11	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SNT4	D11
C2537B.SNT4.G.D12	C2537B	SNT4	D12	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SNT4	D12
C2537B.SNT4.G.D13	C2537B	SNT4	D13	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SNT4	D13
C2537B.SNT4.G.D14	C2537B	SNT4	D14	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SNT4	D14
C2537B.SNT4.G.D01	C2537B	SNT4	D01	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SNT4	D01
C2537B.SNT4.G.D21	C2537B	SNT4	D21	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SNT4	D21
C2537B.SNT4.G.D02	C2537B	SNT4	D02	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SNT4	D02
C2537B.SNT4.G.D03	C2537B	SNT4	D03	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SNT4	D03
C2537B.SNT4.G.D04	C2537B	SNT4	D04	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SNT4	D04
C2537B.SNT4.G.D05	C2537B	SNT4	D05	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SNT4	D05
C2537B.SNT4.G.D06	C2537B	SNT4	D06	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SNT4	D06
C2537B.SNT4.G.D07	C2537B	SNT4	D07	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SNT4	D07
C2537B.SNT4.G.D08	C2537B	SNT4	D08	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SNT4	D08
C2537B.SNT4.G.D09	C2537B	SNT4	D09	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_SNT4	D09
C2537B.inoculum_1	C2537B	inoculum_1	inoculum	NA	anaerobic	NA	inoculum	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_NA	C2537B_NA_inoculum_1	D00
C2619.302.A.D11	C2619	302	D11	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_302	D11
C2619.302.A.D08	C2619	302	D08	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_302	D08
C2619.302.A.D07	C2619	302	D07	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_302	D07
C2619.302.A.D19	C2619	302	D19	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_302	D19
C2619.302.A.D17	C2619	302	D17	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_302	D17
C2619.302.A.D16	C2619	302	D16	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_302	D16
C2619.302.A.D13	C2619	302	D13	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_302	D13
C2619.347.A.D11	C2619	347	D11	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_347	D11
C2619.347.A.D10	C2619	347	D10	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_347	D10
C2619.347.A.D08	C2619	347	D08	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_347	D08
C2619.347.A.D07	C2619	347	D07	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_347	D07
C2619.347.A.D05	C2619	347	D05	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_347	D05
C2619.347.A.D19	C2619	347	D19	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_347	D19
C2619.347.A.D17	C2619	347	D17	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_347	D17
C2619.347.A.D16	C2619	347	D16	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_347	D16
C2619.347.A.D13	C2619	347	D13	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_347	D13
C2619.565.A.D10	C2619	565	D10	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_565	D10
C2619.565.A.D08	C2619	565	D08	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_565	D08
C2619.565.A.D07	C2619	565	D07	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_565	D07
C2619.565.A.D05	C2619	565	D05	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_565	D05
C2619.565.A.D04	C2619	565	D04	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_565	D04
C2619.565.A.D19	C2619	565	D19	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_565	D19
C2619.565.A.D17	C2619	565	D17	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_565	D17
C2619.565.A.D16	C2619	565	D16	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_565	D16
C2619.565.A.D13	C2619	565	D13	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_565	D13
C2619.618.A.D11	C2619	618	D11	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_618	D11
C2619.618.A.D08	C2619	618	D08	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_618	D08
C2619.618.A.D07	C2619	618	D07	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_618	D07
C2619.618.A.D05	C2619	618	D05	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_618	D05
C2619.618.A.D04	C2619	618	D04	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_618	D04
C2619.618.A.D19	C2619	618	D19	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_618	D19
C2619.618.A.D17	C2619	618	D17	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_618	D17
C2619.618.A.D16	C2619	618	D16	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_618	D16
C2619.618.A.D13	C2619	618	D13	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_618	D13
C2619.302.A.D21	C2619	302	D21	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_302	D21
C2619.302.A.D18	C2619	302	D18	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_302	D18
C2619.302.A.D15	C2619	302	D15	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_302	D15
C2619.302.A.D12	C2619	302	D12	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_302	D12
C2619.302.A.D09	C2619	302	D09	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_302	D09
C2619.302.A.D06	C2619	302	D06	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_302	D06
C2619.302.A.D03	C2619	302	D03	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_302	D03
C2619.302.A.D02	C2619	302	D02	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_302	D02
C2619.302.A.D01	C2619	302	D01	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_302	D01
C2619.347.A.D21	C2619	347	D21	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_347	D21
C2619.347.A.D18	C2619	347	D18	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_347	D18
C2619.347.A.D15	C2619	347	D15	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_347	D15
C2619.347.A.D12	C2619	347	D12	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_347	D12
C2619.347.A.D09	C2619	347	D09	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_347	D09
C2619.347.A.D06	C2619	347	D06	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_347	D06
C2619.347.A.D03	C2619	347	D03	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_347	D03
C2619.347.A.D02	C2619	347	D02	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_347	D02
C2619.347.A.D01	C2619	347	D01	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_347	D01
C2619.565.A.D21	C2619	565	D21	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_565	D21
C2619.565.A.D18	C2619	565	D18	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_565	D18
C2619.565.A.D12	C2619	565	D12	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_565	D12
C2619.565.A.D06	C2619	565	D06	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_565	D06
C2619.565.A.D02	C2619	565	D02	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_565	D02
C2619.565.A.D01	C2619	565	D01	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_565	D01
C2619.618.A.D21	C2619	618	D21	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_618	D21
C2619.618.A.D18	C2619	618	D18	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_618	D18
C2619.618.A.D15	C2619	618	D15	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_618	D15
C2619.618.A.D12	C2619	618	D12	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_618	D12
C2619.618.A.D09	C2619	618	D09	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_618	D09
C2619.618.A.D06	C2619	618	D06	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_618	D06
C2619.618.A.D03	C2619	618	D03	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_618	D03
C2619.618.A.D02	C2619	618	D02	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_618	D02
C2619.618.A.D01	C2619	618	D01	A	none	C57Bl/6	sample	C2619_ntb	Human	C2619.inoculum_1	C2619_A	C2619_A_618	D01
C2619.inoculum_1	C2619	inoculum_1	inoculum	NA	none	NA	inoculum	C2619_ntb	Human	C2619.inoculum_1	C2619_NA	C2619_NA_inoculum_1	D00
C2671.128.A.D11	C2671	128	D11	A	none	C57Bl/6	sample	C2671_ntb	Human	C2671.inoculum_1	C2671_A	C2671_A_128	D11
C2671.128.A.D10	C2671	128	D10	A	none	C57Bl/6	sample	C2671_ntb	Human	C2671.inoculum_1	C2671_A	C2671_A_128	D10
C2671.128.A.D08	C2671	128	D08	A	none	C57Bl/6	sample	C2671_ntb	Human	C2671.inoculum_1	C2671_A	C2671_A_128	D08
C2671.128.A.D05	C2671	128	D05	A	none	C57Bl/6	sample	C2671_ntb	Human	C2671.inoculum_1	C2671_A	C2671_A_128	D05
C2671.128.A.D04	C2671	128	D04	A	none	C57Bl/6	sample	C2671_ntb	Human	C2671.inoculum_1	C2671_A	C2671_A_128	D04
C2671.128.A.D19	C2671	128	D19	A	none	C57Bl/6	sample	C2671_ntb	Human	C2671.inoculum_1	C2671_A	C2671_A_128	D19
C2671.128.A.D17	C2671	128	D17	A	none	C57Bl/6	sample	C2671_ntb	Human	C2671.inoculum_1	C2671_A	C2671_A_128	D17
C2671.128.A.D16	C2671	128	D16	A	none	C57Bl/6	sample	C2671_ntb	Human	C2671.inoculum_1	C2671_A	C2671_A_128	D16
C2671.128.A.D13	C2671	128	D13	A	none	C57Bl/6	sample	C2671_ntb	Human	C2671.inoculum_1	C2671_A	C2671_A_128	D13
C2671.156.A.D11	C2671	156	D11	A	none	C57Bl/6	sample	C2671_ntb	Human	C2671.inoculum_1	C2671_A	C2671_A_156	D11
C2671.156.A.D10	C2671	156	D10	A	none	C57Bl/6	sample	C2671_ntb	Human	C2671.inoculum_1	C2671_A	C2671_A_156	D10
C2671.156.A.D07	C2671	156	D07	A	none	C57Bl/6	sample	C2671_ntb	Human	C2671.inoculum_1	C2671_A	C2671_A_156	D07
C2671.156.A.D05	C2671	156	D05	A	none	C57Bl/6	sample	C2671_ntb	Human	C2671.inoculum_1	C2671_A	C2671_A_156	D05
C2671.156.A.D04	C2671	156	D04	A	none	C57Bl/6	sample	C2671_ntb	Human	C2671.inoculum_1	C2671_A	C2671_A_156	D04
